review_text,label,label_encoded
untuk motor yang menggunakan 1 kali keluaran 2013 2016 tidak bisa melalui proses menggunakan aplikasi signal ya,Negatif,0
sangat membantu sangat cepat,Positif,2
mudah praktis cukup menunggu saja di rumah setelah transaksi pembayaran sudah dilakukan,Positif,2
dari daftar tambah kendaraan kok yg bisa sudah dicoba mulai 1981 menjadi kok gakbisa,Negatif,0
byr pajak dari rumah lebih ke waktu asalkan keluar hari baik jatuh tempo atau bulan khwtir suka dipengiriman uang belanja tanggal jangan terima berita jangan,Netral,1
proses pengurusan pajak lebih cepat tanpa harus datang ke samsat terima kasih,Positif,2
dimana seharusnya para pembayar pajak tersebut selain di fasilitasi sebaik mungkin kedepan di tambah masuk kesana jadi sini,Netral,1
baru lamaa,Netral,1
mantap,Positif,2
bagus dan lumayan lancar hanya saja menunggu pengiriman yang lumayan memakan waktu sekitar semingguan,Positif,2
sudah mulai cepat pengiriman bayar tanggal sampai tanggal pakai pos expres semoga tahun depan bisa lebih cepat lagi aplikasi signal ini sangat membantu jika kita tidak bisa datang ke loket samsat terima kasih,Negatif,0
keren aplikasinya cocok buat yang enggak bisa datang ke samsat cara pakai juga gampang pokoknya top lah ini,Negatif,0
kenapa kok mau bayar belum bisa sudah coba tes ram cs dan di bisa sekarang tidak ada kejelasan serta tidak bisa mengerti dulu akhirnya ram sampai pak tanggal tetap tidak bisa bayar,Negatif,0
sangat membantu dan mempermudah kita bayar via online,Positif,2
singkat jelas dan mudah diakses,Positif,2
keduanya tidak ribet,Negatif,0
keren mudah dan cepat cepat sangat membantu saya apalagi saya berada di luar propinsi,Positif,2
mantap sangat membantu reformasi polri untuk jadi lebih baik,Positif,2
baru bisa bayar pajak di daerah sekitar domisili kemarin dari rumah cara distributor nya bisa langsung toko,Negatif,0
dulu kita bekerja di perbaiki kemarin karena saya dulu pernah dapat tetap nomer sudah sudah bukan ganti sampai mau 3 tahun berlaku karena sudah pernah mendaftar,Negatif,0
baik,Netral,1
proses cepat mudah enggak perlu biaya banyak,Positif,2
apilkasi bagus namun stnk tidak langsung di kirim diserahkan ke kurir langsung kendala pengiriman nya kurang cepat padahal sudah pilih yang express percuma juga pilih yang express tapi enggak langsung di serahkan ke pos indonesia,Positif,2
menghasilkan,Netral,1
alhamdulillah lancar pertama kali bayar pajak kendaraan secara online sangat membantu jadi hemat waktu tenaga terima kasih signal,Positif,2
cepat tepat dan mudah lanjutkan,Positif,2
sudah cukup di buka aplikasi tidak gratis bagi masyarakat,Negatif,0
bayar pajak kendaraan bermotor tanpa perlu ribet dan antre,Negatif,0
kenapa tidak mencetak stempel massal,Netral,1
tbpkb saya enggak dikirim via pos indonesia sejak tanggal mei si di sekarang tanggal saya menulis review ini mei statusnya masih pra collecting terus tanya via dm diarahkan tanya via live chat pas sudah tanya live chat yang jawab pakai bot wkwkwk kalau memang enggak ada pengiriman tbpkb dan hanya menerbitkan e tbpkb saja sebaiknya matikan saja fitur untuk pengiriman tbpkb fisiknya nominal biaya ongkirnya memang kecil tapi kalau dikali ribuan orang yang mengalami hal serupa juga lumayan,Netral,1
terkendala keanggotaan dalam ktp mulu 2014 bisa meminta registrasi,Negatif,0
pertama kali nya ranting dulu ya manta,Netral,1
000,Netral,1
apakah bayar money eror saya sempat bayar pajak kok tidak lupa menyambung tel,Netral,1
kata enggak sok mau daftar dan susah deh memasuki akun aja eh katanya enggak kamu suruh bisa ke dukcapil saja tapi saatnya kok ditolak terus,Negatif,0
saya memiliki motor dan tertip pajak setiap tahunnya bisa jadi dan setelah saya membeli alamat rumah ke lain provinsi pembayaran pajak hingga bisa membayar hal tersebut mungkin sangat menyulitkan untuk membayar pajak bukan artinya jika harus mutasi kendaraan mending tidak usah bayar pajak atau mau bayar pajak orang dipersulit rabu,Negatif,0
apa bisa perpanjang apabila telat kendaraan saya telat pajak nomor plat tahun kemarin,Netral,1
sangat membantu,Positif,2
mantap tetpercaya,Positif,2
sangat membantu dan mudah sekal stnk benar mendarat sampai ke tagan,Positif,2
bagus,Positif,2
kok enggak bisa daftar nomer kendara ya,Negatif,0
aplikasi sangat jelas eror mulu pas desa daftar saja bukan apa saja tugas enggak sesai dia rubah terus aneh namun enggak disini,Negatif,0
terima kasih samsat jombang provinsi jawa timur bukti fisik pembayaran pajak tahunan sudah diterima dari pengirim samsat jombang ke saya di lamandau dengan estimasi hari dari waktu transaksi pembayaran sebenarnya jatuh tempo masih hari lagi dari waktu berhasil transaksi pembayaran supaya tidak terlalu dekat dengan jatuh temponya sudah mencoba tiap hari terkendala susah validasi nik di aplikasi tetapi di hari ke akhirnya berhasil,Negatif,0
oke,Netral,1
mudah proses pengisiannya dan cepat jadinya,Positif,2
2006 kalau enggak ribet,Negatif,0
dalam deskripsi cepat dan detail agar semakin mempermudah lihat riwayat transaksi individual selama pakai aplikasi ini,Netral,1
pendaftaran kendaraan gagal terus,Negatif,0
itu dibuat tanpa ribet,Negatif,0
keren cepat selesai,Positif,2
manta enggak perlu bayar calo,Netral,1
sekarang banyak banyak para byar buat online tempat untuk stnk baru saja dtng ke satu hari kemudian jadi enggak rumah ksamsat,Netral,1
sering gagal masuk lebih panjang akan selamanya,Negatif,0
terbantu dengan adanya aplikasi ini dan baik,Netral,1
aku bukan bayar belanja belanja luar negeri jadi enggak ribet,Negatif,0
sangat besar untuk pekerja proses pengambilan modal,Negatif,0
untuk jangan bayar transaksinya akhirnya bisa jadi tinggal bayar jalan ke alfamart katanya kemarin,Negatif,0
sangat memuaskan penting satu hal jika anda ingin membayar terus terkendala di aplikasinya coba diulangin hingga tiga kali insha allah bisa dengan catatan anda memiliki saldo direkening anda terima kasih signal,Positif,2
sangat membantu dibuat simple enggak makan waktu,Positif,2
aplikasinya sangat tidak membantu ribet sama kayak di samsat ribetnya,Negatif,0
enggak jadi enggak ingin di pakai karena apk nya niat ingin yang ujungnya ke depan juga,Negatif,0
mudah dan cepat,Positif,2
semoga mantu,Netral,1
keren memudahkan dalam membayar pajak tidak perlu antri tidak perlu ke kantor samsat tinggal klik bayar sampai,Positif,2
mempermudah karena tanpa harus datang ke samsat terutama bagi para perantau luar kota luar provinsi,Netral,1
ktp punya foto foto joko sesai padahal itu wajah dan nilai asli sebagai masa enggak baru memperkenalkan,Negatif,0
aplikasi tolol dari hasil verifikasi dari foto ktp sudah resmi bukan selfie karna suami gue ri yang masih muda masih sama sekarang umur,Negatif,0
pengiriman lambat dan juga seperti nya tidak di perhatikan oleh para pekerja nya duit saja tau,Negatif,0
memudahkan dalam pembayaran perpajakan,Netral,1
terminal terbantu minim signal,Netral,1
[UNK],Netral,1
bafus membantu sekal tapi setelah di update kok malah enggak bisa pegesahan malah di arahkan ke amsat terdekat,Negatif,0
sampah · · erornya,Negatif,0
ikuti bisa daftar lengkap mohon dibantu,Negatif,0
yang muncul tidak ada info dari sini,Netral,1
tidak membantu masalah adanya online apalagi swasta membayar sim dan juga ganti plat tahun belanja online juga bisa menuju transparansi kepolisian pasti terjadi jujur saja tak ada kenaikan masyarkt pasti setuju kok terjadi keterlambatan pengiriman paket online,Negatif,0
pakai aplikasi ini bayar pajak kendaraan jadi mudah tidak repot² harus ke samsat dan harus antri,Positif,2
kenapa tampilan di beranda saya tidak seperti yang di contoh kan diatas,Netral,1
prosesnya simpel dan terpecaya min mau tanya barangkali bisa terbalas kalo mau membayar pajak motor lain tapi masih kakak sudah enggak bisa,Negatif,0
lumayan cepat pelayanan nya mempermudah saya yang domisili luar daerah,Positif,2
sangat luas akses pajak kendaraan,Netral,1
saya sudah gunakan pilihan yaitu kendaraan saya atau ketika ingin mwmbayar cari barang yang ketiga malah enggak dia mencari pilihan dengan diketik tapi juga anda bisa,Negatif,0
mantap,Positif,2
cuma bisa pajak narkoba ganti kaleng official kendaraan bisa online upgrade pak,Netral,1
nice bagi yang yang mengambil libur pagi,Netral,1
proses cepat enggak ribet stnk di kirim langsung ke rumah,Negatif,0
mempermudah untuk membayar pajak kendaraan,Netral,1
pendaftaran pengesahan stnk dana mulu tulisannya perlu ada verifikasi nik serta data lainnya maka samsat yang bisa dilakukan secara online online apabila aplikasi tersebut coba kalau ada masalah seperti ini semua harus ke akhir tidak efisien,Negatif,0
kenapa tahun 2014 masih bisa bayar pajak tahunan dengan aplikasi lain padahal cuma bisa mendaftar dengan aplikasi ini ternyata mau masuk tidak sembarangan,Negatif,0
sangat membantu sekal,Positif,2
alhamdulillah enggak perlu mudik buat perpanjang,Positif,2
sangat membantu,Positif,2
gagal verifikasi terus mohon solusinya kalau sudah bisa di verifikasi ranting naik,Negatif,0
canggih sekali dari sekian isi yg dikirim kagak ada tempat mengantri pilihan tempat,Netral,1
bagus aplikasinya sangat membantu untuk pembayaran pajak,Positif,2
joint job,Netral,1
pelayanan nya cukup mudah,Positif,2
agak lama prosesnya tapi good di kirim ke alamat ku,Netral,1
pulau bintan maks desa kedepannya desa isa nurul apa lag sekali tahunan thanks sehat desa,Netral,1
mudah dan cepat,Positif,2
demand kemudahan kepada pekerja,Netral,1
cara membayar biaya susah pakai sulit bayar perbaiki cara bayarnya,Negatif,0
cepat,Positif,2
memudahkan bayar pajak tahunan semoga ke depannya bisa ganti plat nomor tahun sekal mutasi dan balik nama lewat signal terima kasih,Positif,2
sangat memudahkan dalam pembayaran pajak kendaraan,Netral,1
eror sampai kali padahal cuma mau mendaftarkan kendaraan,Netral,1
sangat membantu,Positif,2
lalu tapi sayangnya pos indonesia nya yang lebih lambat,Negatif,0
proses semakin lambat,Negatif,0
tidak berfungsi aplikasinya disuruh taat pajak tapi mau bayar pajak dipersulit mau daftar pengesahan stnk saja gagal sudah sebulan di complain alasannya cuma dalam perbaikan terus admin harusnya lihat di komentar instagram pada complain di google ranting complain tiap hari update story instagram tapi komentar enggak pernah dibaca di aplikasi pengaduan ada live chat tapi live chat nya cuma sama bot di email jawabnya template sama sekal enggak menyelesaikan masalah harap di perbaiki aplikasinya,Negatif,0
memudahkan pembayaran bahan bangunan,Netral,1
mudah dan cepat di akses proses pendaftaran dan proses samsat nya cepat otomatis kirim lokasi keren,Positif,2
praktis,Positif,2
oke,Netral,1
aplikasi enggak jelas deh baru mau daftar akun gagal terus katanya data tidak terdaftar dispenduk padahal sudah jelas jelas terdaaftar dispnduk,Negatif,0
kami kemajuan dalam bayar uang semoga kedepannya jangan balik nama baiknya segala cara demikian juga,Netral,1
aplikasinya nya sangat membantu aplikasi yg kita bayar kan pembayaran aplikasi nya tidak bisa d gunakan untuk membayar pajak yang telat sangat kecewa,Negatif,0
seminggu baru di kirim pelayanan cepat tapi pengiriman lamban,Positif,2
alasan kenapa saya enggak tahun terus ya kalau tidak bisa di daftarkan gaji dan mau bayar pajak,Negatif,0
semoga makin maju bangsaku alhamdulillah selama menggunakan aplikasi tidak pernah ada masalah,Positif,2
sangat membantu terima kasih,Positif,2
tidak mudah buat yang enggak sempat datang langsung ke samsat yg pengiriman saja yg agak lumayan kalo bisa yang jadikan pilihan pihak desa,Negatif,0
sangat lancar top pokoknya usah kali terus tingkatkan,Positif,2
lebih memudahkan di tengah tengah era itu yang serba megah saat ini apalagi para staf dan karyawan dll cukup dari rumah atau dari kantor tempat kerja atau lagi lagi sehingga tidak takut lagi harus mengeluarkan pajak kendaraan,Negatif,0
cepat dan up date,Positif,2
simple dan tidak mengantri,Netral,1
lembar pajak sudah diterima meskipun proses pengiriman lama agustus sampai di alamat september kalau bisa untuk mendatang bisa diperbaiki lagi,Netral,1
mantap dirlantas polri,Positif,2
maaf min kenapa punyaku lama banget ya dikirimnya terus cek resinya kok enggak bisa pliss jangan dipersulit,Negatif,0
mantap,Positif,2
proses gampang dan cepat lngsng di kirim,Positif,2
aplikasi aplikasi futuristik harap melihat kelemahan sistem komputer,Netral,1
perpanjangan pajak jadi lebih mudah,Positif,2
memudahkan masyarakat yang sibuk bekerja dan tidak bisa perpanjangan stnk,Negatif,0
dalam pelayanan semua bagus hanya saja sempat susah buat daftar awal juga pas pembayaran karena harus ada aplikasi lain yang harus di hubungkan untuk pembayarannya mungkin karena saya pemula jadi merasa susah tapi semua bisa brjalan baik asal kita sabar juga telaten saja dengan pelayanan aplikasi seperti ini saya merasa trbantu kdepannya mdhan lebih baik lagi supaya lebih mudah di akses masyarakat luas,Negatif,0
sangat membantu,Positif,2
sini disini ya sentosa ada banget,Negatif,0
mudah dan cepat thank lu,Positif,2
mantap,Positif,2
pelayanan dan delivery baik dan ok,Netral,1
pokoknya mau tape tok galak sekal simpel enggak ribet menunggu di time bar then,Negatif,0
sangat puas dan sangat mudah enggak usah jauh ke samsat,Positif,2
mempermudah,Netral,1
bagus aplikasi nya mempermudah pembayaran pajak yang memiliki kesibukan dan tidak ribet,Negatif,0
。,Netral,1
ribet banget para bayar pajak pun gagal terus membawa uang tambahan juga,Negatif,0
mantap,Positif,2
dah tidak masuk layanan e progres hari enggak tahun dilaksanakan akhiri chat bersama enggak guna pembayaran jemput lembar pengesahan syarat bayar layanan bulan guna,Negatif,0
susah juga sering kacau error,Negatif,0
indak perlu antri di loket,Netral,1
oke berguna bisa di gunakan,Netral,1
sangat membantu,Positif,2
aplikasi signal lain dibutuhkan dalam kepengurusan perpanjangan kota tanpa tidak bisa membayar tanpa calo,Negatif,0
bagus kalau ada notifikasi sebelum habis,Positif,2
daftar yang selalu ada jadi bukan artinya malah mempersulit,Negatif,0
oke sangat membantu dan mempercepat distribusi pendapatan daerah,Positif,2
mempermudah dalam pembayaran pajak bbm enggak dapat ke kantor ke kantor samsat enggak perlu mengantri dikantor samsat tinggal byr transfer alamat rumah pak apk signal byr ongkir admin bank ke menunggu harus duduk manis serah simpan sampai deh dengan bukti pt pkb,Netral,1
penduduk perlu keamanan seperti apartemen dan rumah saja terima kasih,Negatif,0
selesai sampai tidak sampai penerbitan sangat cepat hanya pada saat proses sangat lambat butuh waktu lebih dari satu dari selesai pembuatan dokumen,Negatif,0
lebih aman lancar tinggal menunggu dirumah barangnya,Positif,2
juara deh jadi aplikasi aja sampai sudah yang masih di panggil soalnya,Netral,1
sangat membantu,Positif,2
alhamdulillah pengiriman sampai rumah haturnuhun,Positif,2
pelayanannya sudah sangat memuaskan tks,Netral,1
sangat membantu,Positif,2
penggunaan aplikasi yang mudah dan proses yang sangat cepat sangat membantu sekal aplikasi ini,Positif,2
manta cukup mudah bayar pajaknya sampai dengan cepat,Positif,2
aplikasi ya jls bisa pernah daftar tapi tidak terdaftar di online enggak bisa aplikasi ya sama kayak asli tapi tidak komunikasi keluarga,Negatif,0
alhamdulillah stnk sudah sampai dikirim via pos sangat memudahkan sekal terima kasih,Positif,2
oke bagus sangat membantu,Positif,2
1994,Netral,1
aplikasi signal membantu untuk pembayaran online tanpa datang langsung ke samsat tks,Positif,2
semoga pelayanan sudah baik tapi kalau bisa sim stnk skck sudah cuma satu keluarga,Netral,1
proses cepat tanpa antri,Positif,2
saat ini pesan data tidak valid bagaimana coba ini aplikasi baru untuk mempermudah malah menarik,Netral,1
·,Netral,1
mantap pokoknya bayar pajak bisa lewat smartphone tanpa perlu antri di samsat,Positif,2
pengembangnya tidak serius untuk memperbaiki kekurangan penduduk ini daftar beberapa kali gagal diverifikasi data kependudukan anda selfi wajahpun masuk lebih kalah dari app pinjol indonesia cepat ambil dulu saya mau bayar pajak dibuat susah padahal pajak hanya buat dulu tidak,Negatif,0
apk yang sangat membantu sekal simple dan praktis terima kasih signal,Positif,2
bagus ukuran ribet harus dipotong belakang,Negatif,0
sangat membantu,Positif,2
sayangnya tidak bisa bayar untuk semua motor contohnya untuk motor yang beli second,Negatif,0
aplikasi enggak menjawab kalau tempo awal saja tidak lama dikirim formulir nya jelas kadaluarsa diulang satu kali begitu terus satu kali akhirnya malah enggak bisa katanya saat sudah tepat meminta kode otp terus salahnya di saya,Negatif,0
1990 jumlah ribet no 5,Negatif,0
tahun lalu stnk saya tidak dikirimkan padahal saya sudah bayar biaya pengiriman stnk,Netral,1
good apps easy tapi use,Netral,1
bayar pajak lebih mudah sekarang ada biaya aplikasi dan bank jadi mahal,Positif,2
sekolah buruk luwambat desa,Negatif,0
daftar lembaga pemerintahan enggak terbuka bukan mempermudah atau mempersulit,Negatif,0
terima kasih signal,Positif,2
kendaraan bisa menggunakan aplikasi dan cek parkir kendaraan toyota lading muter kendaraan,Negatif,0
prosesnya sampai payment nya memang gampang sangat memudahkan tapi untuk diserahkan buat pos nya sangat lamaa berbulan bulan kalo ingin mending di di tolong online deh khususnya tasikmalaya prosesnya sangat lambat yg mungkin nyuruh orang buat perpanjang bulan offline dari anda payment cepat tempo prosesnya makin abad,Negatif,0
tolong mama saya mau susah amat mau naik kendaraan mau salah terus padahal sekarang sesai,Negatif,0
pajak mati enggak bisa bayar di aplikasi ini,Negatif,0
bikin bisa bayar pajak guna mempermudah agar mau menyusahkan angka kendala,Netral,1
aplikasi enggak ada masyarakat pasti mau mau akun gagal terus katanya data masuk terdaftar daftar daftar yang jelas jelas ada dispnduk,Negatif,0
proses mudah dan pengiriman cepat thanks,Positif,2
td dong teknologi mesin maju jangan yg antri saja mau yg jadi susah,Negatif,0
mantap,Positif,2
001,Netral,1
bagus dan cepat,Positif,2
lebih praktis untuk kita bisa,Negatif,0
niat mau simple pakai aplikasi di saat di stnk yg memang sudah datang kata samsat tidak bisa langsung cuma panggil menunggu bulan,Negatif,0
sangat memudahkan tapi stnk masih status dalam pengiriman malah kepencet konfirmasi pengesahan jadi stnk belum sampai statusnya di aplikasi signal sudah selesai bagaimana ya kira stnk nya bakal sampai enggak ya min,Netral,1
aplikasi nya enggak ada gunanya kont dan usah bikin bersih kalo dan kagak niat jangan buang dulu anggaran dulu,Negatif,0
ok,Netral,1
baik,Netral,1
proses gampang dan cepat,Positif,2
bagus sangat membantu tapi sayang pengirimannya enggak sampai ke rumah malah di titipkan di kantor desa,Positif,2
perpanjang pajak kendaraan jadi lebih praktis hemat waktu dan pengiriman cepat tidak perlu mengantri lama,Positif,2
lo mau ganti otp atau kok kok banget ya,Negatif,0
sangat memudahkan dan membantu,Positif,2
aplikasi yang sangat keren dan membantu pelanggan yang jauh dari kantor samsat,Positif,2
bagus sangat membantu bagi saya,Positif,2
aplikasi keren inimah,Positif,2
pembayaran memang mudah dan instan tetapi penyerahan stnk nya tidak instan lama sekal prosesnya saya sampai hubungi admin di ig wa apk ini tidak ada jawaban hahaha mungkin kalau saya tidak chat admin kantor posnya dan admin kantor pos yang mengechat langsung orang samsat nya sampai sekarang mungkin belum saya terima stnk nya bisa jadi habis akhir tahun tolong ya semakin dipermudah jangan dipersulit kalau sudah bisa pembayaran stnk online jangan bikin saya emosi,Positif,2
dengan adanya aplikasi ini memudahkan kita yang ada di luar kota dalam pajak kendaraan,Netral,1
tidak bisa untuk bayar pajak,Negatif,0
pelayanan bagus memudahkan dalam membayar pajak kendaraan bisa diantar sampai tempat dalam waktu yang tidak lana,Positif,2
cepat prosesnya keren,Positif,2
oke action,Netral,1
keren n cepat,Positif,2
bisa kirim via email sekarang harus via pos dan banyak biaya ini itunya,Netral,1
mengunakan aplikasi signal menurut saya sangat memudahkan untuk melakukan pembayaran pajak kendaraan tahunan dan tidak perlu repot datang ke kantor samsat,Netral,1
saya sudah menyelesaikan tunggakan pendaftaran stnk yang tertunggak di samsat tempat domisili tapi blokir untuk pembayaran melalui aplikasi signal tidak juga terbuka padahal melalui aplikasi ini mempermudah saya dalam membayar pajak kendaraan dan juga menghindari pungli kalau pembayaran pajak dilakukan secara manual,Netral,1
lebih mudah,Positif,2
suruh periksa email masuk mana email nya bos,Netral,1
aplikasi yang sangat membantu hanya doa terbaik buat semua yang ada dalam aplikasi baik itu kepolisian staff bahkan ekspedisi semoga semoga sehat dan selalu dalam keadaan baik ada masukan lanjut semoga untuk pajak tahunan ganti plat juga segera hadir juga satu aplikasi jika terealisai itu sangat membantu buat karena saya yang sangat susah mengambil waktu untuk datang samsat offline apalagi waktu harus keluar kota provinsi maupun sekedar samsat ganti plat terima kasih banyak salam sehat untuk kita semua,Negatif,0
praktis dan cukup baik,Positif,2
puas,Netral,1
proses cukup mudah,Positif,2
perpanjang pajak kemudian menggunakan alamat mohon pisah ulang dan saat ini pajak selanjutnya jadi mohon cash lagi dengan pergantian alamat,Netral,1
cepat banget sampai nya,Positif,2
mempermudah pembayaran pajak kendaraan tolong di teruskan,Netral,1
manta nih enggak perlu repot ke samsat mantabss,Netral,1
informasinya berkas pengiriman akan sampai pada hari kamis desember tapi sampai sekarang belum juga diterima kurirnya tidak dapat dihubungi,Netral,1
keren,Positif,2
sangat bermanfaat pelayanan dan proses pembayaran pajak kendaraan di aplikasi signal enggak perlu antri ke samsat duduk manis di rumah sudah selesai stnk di kirim ke rumah jug cepat sampainya,Positif,2
layanan lumayan cepat bisa diandalkan cuman kadang aplikasi enggak konek internet padahal sinyal aman saja semoga kedepannya bisa ditingkatkan lagi,Positif,2
mantap,Positif,2
ada mulu kong daftar data ktp tidak terhitung,Negatif,0
simple dan cepat,Positif,2
membatu tapi sebenarnya anaknya adalah lm,Netral,1
good,Netral,1
pernah beliau cari tapi alhamdulillah bayar sampai stnk yg sudah di buat sampai rumah,Negatif,0
parah baru akan sudah nge lag atau mati pajak menunggu stnk nya tambah lagi maka tidak nanti bisa masuk terus,Negatif,0
lumayan melelah kan nunggunya alhamdulillah sampai juga,Positif,2
aplikasi mainan ini sudah hari mencoba bayar pajak enggak bisa mulu di proses pembayaran tolong dicek lagi ini sistemnya,Negatif,0
aplikasi yang sangat bermanfaat bayar pajak jadi enggak perlu jauh ke samsat semoga pajak tahunan juga bisa online atau minimal kantor samsat yang bisa bayar pajak tahunan diperbanyak sehingga ditiap kabupaten atau kota enggak cuman kantor,Netral,1
tak bisa daftar jelas tentang produk ulang ke dukcapil padahal sudah dirahasiakan,Negatif,0
mndaftarkan serial ini malah berhasil,Netral,1
sangat membantu jika ingin bayar fajak secara onlien,Positif,2
proses cepat,Positif,2
kecil tapi dari pos tempel nya yang agak miring,Negatif,0
bagus banget,Positif,2
instalasi cepat tanpa biaya,Negatif,0
gakepake mau gak jadi jadi,Negatif,0
apakah bisa perpanjang sim online,Netral,1
1985,Netral,1
tipe paket sudah sampai disisi lain mempermudah kita tentu perlu link yg mana,Negatif,0
kenapa dia mau pembayaran kode untuk mami enggak muncul,Netral,1
terima kasih stnk saya sudah sampai rumah saya orang perantauan dengan adaya aplikasi sangat membantu bisa perpanjang dari mana saja lewat onlen,Positif,2
membantu bagi gen saja yang malas kemana mana,Positif,2
mantap sangat membantu sekal aplikasi ini,Positif,2
proses dan pengiriman nya sangat cepat,Positif,2
saya kasih bintang karena sudah kali saya byr pakai signal lancar daftar signal terus lihat tagihan pajaknya lalu saya byr pakai shopee ada bonus disc nya di shopee hehe terima kasih,Positif,2
satset ho dalam misi,Netral,1
wah sangat membantu tidak buang waktu bisa bayar sambil tiduran,Positif,2
1999 cacat verifikasi gagal total,Negatif,0
nya apa an tulisan nya enggak nanti software yang di buat oleh akun ca sekarang kan hubungi di aplikasi enggak juga jangan ini aplikasi hoax,Negatif,0
grumbul,Netral,1
sangat membantu untuk meringankan proses kemacetan tapi kalau kendaraan bisa dilihat untuk kendaraan motor dengan data polisi dan istri sendiri kalau kendaraan an orang namun tidak bisa ditemui aplikasi ini,Negatif,0
mudah dan cepat,Positif,2
mantap good job,Positif,2
mantap,Positif,2
lagi enggak bisa jadi nomer wan ya,Negatif,0
sudah diterima tapi untung kok sudah salah cari saya perbaiki alamat diprofil sudah ada itu kenyataannya akan kirim shg bisa lagi tolong tolong tolong,Netral,1
signal wilayah tanah bumbu kalimantang selatan tidak berfungsi sama sekal padahal kendaraan jatuh tempo bulan ini,Netral,1
joss,Netral,1
mantap,Positif,2
sulit membedakan wajah tapi pintar koneksi sering loss gila kebanyakan membuat duitnya dulu itu pilihan karena enggak sanggup membayar itu yang terbaik,Netral,1
ke banget dengan waktu dan cepat prosesnya pengirimannya sampai akhirnya,Negatif,0
saya kasih bintang soalnya pas daftar kok no kakak yang jamang bahala yang terdaftar mau hubungan live chat petugas tidak ada dit mulu jawabannya mengapai nyediain live chat kalo petugasnya enggak ada cuma mengomong sama robot enggak bakal ketemu jalan keluarnya,Netral,1
sangat membatu tidak menunggu antrian surat di terima dengan cepat trimksh banyak semoga kedepan nya lebih baik lagi,Positif,2
mana kok belum dibuat sei banget sudah diproduksi,Netral,1
menghemat waktu cuma agak sedikit harap harap cemas karena baru pertama menggunakan aplikasi ini dan stnk nya terkirim ke alamat yang dituju minimal hari terima kasih aplikasi signal stnk nya sudah keterima,Positif,2
aplikasi enggak kamu mau makan tunggu bisa deh memasuki nomer oh eh nanti kan sesai suruh rubah memasuki dukcapil ktp sudah masuk yg ditolak terus,Negatif,0
informasi kenapa tidak seperti dikirimkan dengan alamat saya tahu nya tolong segera perbaiki sistem yg ini,Negatif,0
prosesnya lama banget harus menunggu hari mending bayar langsung deh daripada online,Netral,1
2001,Negatif,0
aplikasi yang simpel dan praktis,Positif,2
sangat memudahkan untuk menghemat pajak konsumen contohnya,Netral,1
proses tetapi akhirnya tepat waktu,Netral,1
mau itu juga anggota pemerintah enggak selesai nya order sudah mengikuti prosedur yang benar mbelibet tahu apa ada aturan vvip,Negatif,0
kok enggak bisa bayar ke onnlen kalau jual nya diantar bukan yang ambil sendiri di samsat daerah rawas rawas prov sumsel mohon diperbaikin apk nya tidak sulit bagi yang jauh,Negatif,0
kok enggak bisa ya email nya susah ke kirim nya bagaimana mau kasih bintang full,Negatif,0
terima adalah yang memberi persetujuan bagi umat agar tidak bisa pergi secara langsung ke samsat keren,Negatif,0
good pelayanan diusahakan layanan tahunan seperti ini dan stnk beda ktp sering membantu ketika intinya di permudah msyrakat bayar pajak karena bayar pajak online pintar dan bisa kapan saja tapi bukan hanya bayar pintar tapi pintar yang paling malas,Netral,1
sangat membantu sekal untuk para pekerja di luar kota,Positif,2
mau daftar tapi kenapa gagal karena data dari sesai harus tembus ke dukcapil nya kembali dari becak motor pun semua pki ktp ini jalan dulu jadi masuk,Negatif,0
proses dan pengiriman tepat waktu,Netral,1
kinerja dinas samsat sangat luar biasa,Netral,1
bagus mudah,Positif,2
makan pasti bolak balek juga dalam hitungan hitungan hari ku coba terus dan akhir istirahat alhamdulillah,Negatif,0
mantap,Positif,2
keyenn enggak ribet,Negatif,0
sangat membantu usulannya agar proses yang digital dapat lebih cepat sampai untuk opsi permintaan kirim fisiknya via pos bayar tanggal sampai tanggal walau masin masin flow proses ada sop sla nya tingkatkan juga kalo bisa untuk akomodir pajak tahunan nya untuk via aplikasi ini terima kasih atas layanannya,Positif,2
pengirimannya berapa lama sudah minggu jaraknya juga enggak terlalu jauh kurang lebih jam saja kalo dari posisi ke kantor samsat kenapa pengirimannya lama dan terus statusnya pra collecting,Netral,1
dalam paket sudah sampai hari ini menggunakan penggunaan enggak perlu sistem yg mana,Negatif,0
enggak bisa kami gunakan daftar jam gagal terus tolong pak bumn jangan tinggal jauh dengan hal yang bahkan di luar sana sama di indonesia kami membuat aplikasi yang bagus tolong para bumn yang terhormat bawalah indonesia ke luar kerjanya lebih baik dan menimpa diri kalian dengan memelihara sampah yang mempermalukan tindakan anda sendiri,Negatif,0
batang selogannya jawa tengah contohnya,Netral,1
sangat membantu untuk perpanjangan stnk yang domisili jakarta sekitarnya karena ada fitur pengiriman via pos indonesia jadi tidak perlu datang dan antri ke samsat good job,Positif,2
aplikasi dk jelas mau malas pajak tahun kedua kalinya susah laba kurang,Negatif,0
terus dipertahankan pelayanan a mantap cepat lebih mudah dan enggak harus mengantri,Positif,2
alhamdulillah mendarat dengan selamat samsat tasik tolong gua bayar express malah mengirim pakai reguler parah,Negatif,0
mau bayar enggak bisa mulu aplikasi macam apa ini,Negatif,0
